Timestamp,IP_Address,Method,Path,Status,User_Agent
1999-12-01 00:01:59,51.6.168.131,POST,/images/logo.gif,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:02:06,27.152.189.14,GET,/contact.htm,301,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:03:31,27.135.237.122,POST,/downloads/patch_v1.exe,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:03:55,19.32.177.124,GET,/downloads/patch_v1.exe,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:03:59,76.78.114.62,HEAD,/downloads/patch_v1.exe,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:04:11,74.53.152.84,POST,/contact.htm,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:05:16,244.178.85.96,POST,/index.html,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:05:37,145.186.168.40,GET,/contact.htm,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:07:28,149.75.69.100,HEAD,/cgi-bin/guestbook.pl,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:08:07,179.204.117.34,HEAD,/admin/login.asp,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:08:22,143.88.176.81,GET,/contact.htm,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:09:55,55.247.190.221,OPTIONS,/admin/login.asp,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:09:57,26.16.227.147,HEAD,/admin/login.asp,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:10:12,5.213.235.199,HEAD,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:10:16,122.133.75.140,GET,/cgi-bin/guestbook.pl,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:11:15,28.221.38.143,OPTIONS,/images/logo.gif,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:12:25,160.128.166.231,POST,/styles/main.css,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:12:45,146.117.69.138,OPTIONS,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:12:48,90.115.92.96,POST,/robots.txt,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:13:17,188.200.102.167,OPTIONS,/about_us.php,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:13:24,210.225.41.26,OPTIONS,/contact.htm,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:15:24,236.117.57.63,HEAD,/contact.htm,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:15:31,239.132.77.186,GET,/index.html,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:18:23,225.130.228.144,OPTIONS,/archive/1998/news.html,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:18:27,50.77.200.197,OPTIONS,/images/logo.gif,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:18:29,108.175.40.198,HEAD,/favicon.ico,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:18:30,2.183.15.79,POST,/robots.txt,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:25:37,169.90.83.122,OPTIONS,/index.html,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:26:27,20.198.219.131,GET,/admin/login.asp,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:27:35,60.37.89.186,HEAD,/index.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:27:52,170.145.51.252,GET,/favicon.ico,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:27:56,215.183.113.109,POST,/favicon.ico,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:30:28,164.220.213.245,POST,/archive/1998/news.html,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:30:57,87.197.233.114,HEAD,/styles/main.css,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:31:35,218.158.248.127,GET,/cgi-bin/guestbook.pl,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:31:39,211.164.157.6,POST,/cgi-bin/guestbook.pl,301,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:32:03,193.146.63.193,GET,/styles/main.css,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:33:09,231.195.233.74,POST,/images/logo.gif,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:34:22,150.36.44.119,HEAD,/contact.htm,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:34:26,147.170.254.11,POST,/favicon.ico,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:34:35,139.173.165.10,OPTIONS,/downloads/patch_v1.exe,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:35:20,13.61.87.228,POST,/about_us.php,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:38:41,54.169.103.50,HEAD,/cgi-bin/guestbook.pl,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:38:48,77.211.132.146,POST,/favicon.ico,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:38:50,134.176.101.207,POST,/images/logo.gif,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:39:32,121.137.53.95,GET,/contact.htm,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:40:05,241.158.188.148,GET,/contact.htm,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:40:54,128.98.22.55,GET,/favicon.ico,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:43:20,250.69.129.46,HEAD,/index.html,500,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:43:38,67.12.243.180,HEAD,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:43:40,152.209.247.41,HEAD,/styles/main.css,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:44:08,231.167.84.38,OPTIONS,/index.html,500,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:45:08,159.103.236.77,HEAD,/about_us.php,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:45:38,158.163.82.238,OPTIONS,/archive/1998/news.html,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:46:35,128.170.130.253,OPTIONS,/styles/main.css,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:46:50,108.161.94.72,HEAD,/admin/login.asp,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:48:44,196.245.81.34,OPTIONS,/archive/1998/news.html,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:48:45,162.25.165.147,POST,/styles/main.css,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:52:51,40.252.53.236,GET,/admin/login.asp,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:54:14,90.123.236.209,POST,/index.html,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:54:24,82.236.186.230,OPTIONS,/contact.htm,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:54:49,114.62.167.16,HEAD,/about_us.php,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:56:06,247.231.235.150,HEAD,/cgi-bin/guestbook.pl,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:00:24,88.19.238.78,HEAD,/images/logo.gif,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:01:48,186.245.250.6,HEAD,/index.html,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:02:03,123.99.34.77,GET,/favicon.ico,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:02:21,247.28.63.75,HEAD,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:03:41,238.252.238.183,HEAD,/contact.htm,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:04:14,209.129.136.55,HEAD,/admin/login.asp,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:04:17,44.74.158.170,OPTIONS,/downloads/patch_v1.exe,200,Mozilla/4.7 [en] (Win95; I)
